title,brand,category,actual_price,discount_price,rating,rating_count,discount_percent,price_category,popularity_score,revenue_potential
Android Tablet,Mi,Camera,884.39,47547.0,3.3,4109,-5276.248035369012,Midrange,27.459888414717923,3633958.51
Wireless Bluetooth Headphones,OnePlus,Speaker,789.12,3424.0,3.2,4368,-333.90105433901056,Midrange,26.8233261726446,3446876.16
High Resolution Monitor,HP,Camera,213.34,1700.0,2.8,1103,-696.850098434424,Budget,19.61874663514371,235314.02
Laptop with SSD Storage,LG,Tablet,946.16,36686.0,1.8,1168,-3777.3568952397054,Midrange,12.715027130649723,1105114.88
Laptop with SSD Storage,JBL,Monitor,563.87,29377.0,1.0,720,-5109.888804156986,Midrange,6.580639137284949,405986.4
4K Action Camera,LG,Smartphone,922.43,1119.3,2.0,775,-21.34254089741227,Midrange,13.308305040366438,714883.25
High Resolution Monitor,Apple,Tablet,15.93,4656.0,3.0,2366,-29127.871939736342,Budget,23.30813582854195,37690.38
4K Action Camera,Boat,Headphones,766.96,3267.0,2.5,2848,-325.96745592990504,Midrange,19.88680833624477,2184302.08
High Resolution Monitor,Sony,Smartwatch,813.97,31198.0,2.8,4114,-3732.81939137806,Midrange,23.302703516711272,3348672.58
Gaming Laptop,Mi,Monitor,945.66,69209.0,4.9,209,-7218.5923059027555,Midrange,26.200826900515597,197642.94
Wireless Bluetooth Headphones,HP,Smartphone,766.43,63895.0,2.4,4917,-8236.703939042052,Midrange,20.40157733466273,3768536.3099999996
Gaming Laptop,JBL,Smartwatch,678.84,74215.0,2.8,1354,-10832.6203523658,Midrange,20.192358853278645,919149.36
Android Tablet,LG,Laptop,967.61,1607.2,1.5,365,-66.09997829704116,Midrange,8.85395000010205,353177.65
Portable Bluetooth Speaker,Dell,Smartwatch,764.47,43008.0,1.2,2584,-5525.85843787199,Midrange,9.428976944331035,1975390.48
Smartphone with AMOLED Display,Apple,Monitor,135.4,2345.0,4.1,4400,-1631.9054652880354,Budget,34.39730697392547,595760.0
High Resolution Monitor,Sony,Camera,487.31,16111.0,3.3,2852,-3206.109047628819,Budget,26.25521695900455,1389808.12
Android Tablet,Sony,Monitor,939.17,43369.0,4.0,1870,-4517.800824131947,Midrange,30.136913305096357,1756247.9
Portable Bluetooth Speaker,HP,Tablet,605.81,66404.0,1.6,2419,-10861.19245307935,Midrange,12.466436510641172,1465454.39
Smart Fitness Watch,Mi,Smartwatch,395.05,67375.0,3.3,828,-16954.803189469687,Budget,22.176726511946473,327101.4
Wireless Bluetooth Headphones,OnePlus,Speaker,314.55,34415.0,2.0,207,-10841.026863773644,Budget,10.675076159402636,65111.850000000006
4K Action Camera,Dell,Smartphone,322.02,20279.0,1.9,1312,-6197.434941929073,Budget,13.642132761175311,422490.24
4K Action Camera,HP,Smartphone,545.94,15225.0,1.0,2174,-2688.7679964831295,Midrange,7.684783943522785,1186873.56
Gaming Laptop,LG,Smartwatch,570.74,56876.0,1.5,573,-9865.308196376634,Midrange,9.52894409447935,327034.02
Laptop with SSD Storage,Boat,Smartphone,633.54,57980.0,2.2,1458,-9051.750481421852,Midrange,16.028114406750127,923701.32
Portable Bluetooth Speaker,Samsung,Speaker,191.98,47669.0,1.5,3608,-24730.19064485884,Budget,12.286779006964185,692663.84
Smart Fitness Watch,OnePlus,Monitor,680.44,73722.0,4.9,4235,-10734.460055258362,Midrange,40.92173606293436,2881663.4000000004
Android Tablet,Mi,Smartphone,46.22,30130.0,2.2,4520,-65088.230203375155,Budget,18.516274672048134,208914.4
Wireless Bluetooth Headphones,Apple,Smartwatch,659.4,9147.0,1.5,344,-1287.1701546860784,Midrange,8.76531662554704,226833.6
Portable Bluetooth Speaker,OnePlus,Headphones,709.99,583.8,1.8,4943,17.77348976746152,Midrange,15.310673998447548,3509480.57
Smart Fitness Watch,JBL,Headphones,181.41,32085.0,3.4,1159,-17586.456093930876,Budget,23.990995965941394,210254.19
Smartphone with AMOLED Display,Mi,Laptop,209.48,35007.0,1.3,480,-16611.38056139011,Budget,8.02862745113749,100550.4
High Resolution Monitor,Boat,Tablet,947.11,56594.0,4.4,4479,-5875.441078649787,Midrange,36.99246463179974,4242105.69
4K Action Camera,JBL,Smartphone,448.63,59519.0,4.8,822,-13166.834585293003,Budget,32.222189763249936,368773.86
Android Tablet,OnePlus,Tablet,458.77,20117.0,2.0,533,-4284.985940667437,Budget,12.56079167792039,244524.41
4K Action Camera,Samsung,Monitor,750.61,61332.0,2.8,2373,-8070.954290510384,Midrange,21.762528410474918,1781197.53
Android Tablet,Samsung,Smartwatch,39.8,46461.0,1.1,4393,-116636.18090452263,Budget,9.226794778239013,174841.4
Gaming Laptop,Boat,Smartphone,398.7,64756.0,3.6,3199,-16141.785803862555,Budget,29.05526191963615,1275441.3
Laptop with SSD Storage,Sony,Camera,311.8,57273.0,2.7,2671,-18268.505452212954,Budget,21.30457284357265,832817.8
Android Tablet,Dell,Speaker,488.75,32363.0,2.1,721,-6521.585677749361,Budget,13.822252791674934,352388.75
4K Action Camera,Apple,Smartphone,724.79,18826.0,1.8,3435,-2497.442017687882,Midrange,14.655713909587464,2489653.65
Gaming Laptop,Sony,Smartphone,753.47,8184.0,3.6,475,-986.174632035781,Midrange,22.195504275233112,357898.25
Android Tablet,Samsung,Tablet,317.05,24171.0,2.7,3879,-7523.71865636335,Budget,22.31169416806676,1229836.95
Smartphone with AMOLED Display,Samsung,Tablet,574.85,25543.0,1.7,4478,-4343.420022614596,Midrange,14.29216364655241,2574178.3000000003
Laptop with SSD Storage,LG,Headphones,387.38,464.1,3.8,4866,-19.804842790025308,Budget,32.262885437367125,1884991.08
Android Tablet,JBL,Speaker,709.86,10175.0,3.3,157,-1333.3812301017101,Midrange,16.70656360898899,111448.02
Gaming Laptop,OnePlus,Smartwatch,39.51,2478.0,4.4,4105,-6171.829916476841,Budget,36.60890022934707,162188.55
Portable Bluetooth Speaker,Apple,Smartphone,939.28,68715.0,1.5,4161,-7215.709905459501,Midrange,12.50062651043037,3908344.08
Noise Cancelling Earbuds,Boat,Headphones,538.56,41900.0,4.1,3645,-7680.005941770649,Midrange,33.62568241647829,1963051.1999999997
Smart Fitness Watch,OnePlus,Tablet,512.19,1565.2,3.7,2283,-205.5897225638923,Midrange,28.614629211870835,1169329.77
Noise Cancelling Earbuds,LG,Laptop,335.42,41298.0,1.5,4889,-12212.324846461153,Budget,12.742421373703376,1639868.3800000001
Noise Cancelling Earbuds,Samsung,Speaker,920.55,77532.0,3.8,4369,-8322.356200097767,Midrange,31.85356949474061,4021882.9499999997
Wireless Bluetooth Headphones,Boat,Headphones,928.74,827.4,2.8,639,10.911557594159833,Midrange,18.09211089379041,593464.86
Smartphone with AMOLED Display,Samsung,Headphones,326.84,19345.0,4.8,4949,-5818.798188716191,Budget,40.83428570670113,1617531.16
Portable Bluetooth Speaker,Apple,Monitor,53.5,27811.0,1.6,4735,-51883.17757009346,Budget,13.540717082502148,253322.5
High Resolution Monitor,JBL,Headphones,507.21,70689.0,3.6,181,-13836.83089844443,Midrange,18.734424073476465,91805.01
Android Tablet,OnePlus,Monitor,995.85,27158.0,2.5,1405,-2627.117537781795,Midrange,18.121260180926527,1399169.25
Smart Fitness Watch,OnePlus,Smartphone,444.91,37543.0,4.8,3345,-8338.335843204242,Budget,38.9545002314245,1488223.9500000002
Laptop with SSD Storage,Sony,Smartphone,362.81,2452.1,2.3,2221,-575.8633995755355,Budget,17.724174831459024,805801.01
Portable Bluetooth Speaker,Boat,Tablet,93.95,57250.0,4.8,2987,-60836.66844065992,Budget,38.41132582201299,280628.65
4K Action Camera,Dell,Laptop,333.16,1780.8,4.6,2770,-434.5179493336534,Budget,36.464032306369695,922853.2000000001
High Resolution Monitor,LG,Camera,115.03,68319.0,2.1,1909,-59292.33243501696,Budget,15.865202894185419,219592.27
Wireless Bluetooth Headphones,Dell,Camera,649.69,20247.0,4.2,2118,-3016.40936446613,Midrange,32.16653814472686,1376043.4200000002
Wireless Bluetooth Headphones,Sony,Camera,398.99,6949.0,5.0,3938,-1641.6476603423646,Budget,41.39341081485453,1571222.62
Portable Bluetooth Speaker,Apple,Tablet,315.3,47050.0,2.0,4724,-14822.29622581668,Budget,16.921245679855687,1489477.2
Gaming Laptop,LG,Monitor,487.52,30295.0,2.7,154,-6114.104036757467,Budget,13.617247815681967,75078.08
Noise Cancelling Earbuds,JBL,Tablet,154.89,24904.0,3.1,2770,-15978.507327781008,Budget,24.573586989075235,429045.3
4K Action Camera,Dell,Speaker,634.45,66239.0,2.2,4729,-10340.381432737016,Midrange,18.615697059269156,3000314.0500000003
Wireless Bluetooth Headphones,JBL,Speaker,998.39,64490.0,1.1,4083,-6359.39963340979,Midrange,9.146315397213012,4076426.37
Smart Fitness Watch,Dell,Laptop,16.89,37638.0,1.9,4133,-222741.91829484902,Budget,15.821301406459254,69806.37
Wireless Bluetooth Headphones,JBL,Speaker,852.77,35930.0,2.1,905,-4113.328330030372,Midrange,14.298982542690258,771756.85
Laptop with SSD Storage,Dell,Camera,603.85,2006.9,2.8,1720,-232.35074935828436,Midrange,20.86185022939231,1038622.0
Android Tablet,JBL,Camera,785.03,13938.0,1.7,4473,-1675.4735487815751,Midrange,14.290264841485127,3511439.19
Wireless Bluetooth Headphones,Sony,Tablet,730.52,1381.8,4.5,1972,-89.1529321579149,Midrange,34.14289727710177,1440585.44
Laptop with SSD Storage,Mi,Headphones,563.72,76391.0,3.8,2676,-13451.23110764209,Midrange,29.99131776537734,1508514.72
Portable Bluetooth Speaker,LG,Speaker,689.84,64731.0,1.3,366,-9283.480227299084,Midrange,7.676970402470942,252481.44
Portable Bluetooth Speaker,Boat,Tablet,173.19,62425.0,2.9,3378,-35944.228881575145,Budget,23.563471751471443,585035.82
High Resolution Monitor,Apple,Smartphone,175.02,26928.0,3.6,682,-15285.670209118956,Budget,23.495381494454843,119363.64000000001
Wireless Bluetooth Headphones,HP,Smartphone,678.83,5284.0,4.8,3387,-678.3981261877053,Midrange,39.01437626770534,2299197.21
Smart Fitness Watch,Samsung,Headphones,498.12,67519.0,1.0,4848,-13454.76591985867,Budget,8.486527777105353,2414885.7600000002
Wireless Bluetooth Headphones,Boat,Headphones,265.5,22502.0,2.0,3636,-8375.32956685499,Budget,16.39782888997398,965358.0
Smart Fitness Watch,Samsung,Unknown,857.57,20376.0,4.7,3949,-2276.0159520505613,Midrange,38.92291303210729,3386543.93
Smartphone with AMOLED Display,LG,Tablet,135.83,6019.0,4.7,1037,-4331.274387101524,Budget,32.64173999951142,140855.71000000002
High Resolution Monitor,Boat,Smartphone,913.2,54444.0,3.9,4156,-5861.892247043364,Midrange,32.496940863085285,3795259.2
Smartphone with AMOLED Display,JBL,Camera,621.11,56760.0,4.1,1362,-9038.477886364733,Midrange,29.591518069955782,845951.8200000001
Wireless Bluetooth Headphones,JBL,Headphones,671.99,10942.0,1.4,2441,-1528.298040149407,Midrange,10.920801716538909,1640327.59
High Resolution Monitor,HP,Laptop,336.58,59482.0,3.1,2285,-17572.470140828333,Budget,23.977132417499742,769085.2999999999
Smartphone with AMOLED Display,Samsung,Monitor,884.43,36686.0,1.9,2945,-4047.98231629411,Midrange,15.177586834342893,2604646.3499999996
Noise Cancelling Earbuds,Apple,Tablet,596.77,18971.0,1.7,3811,-3078.9466628684418,Midrange,14.018045750115958,2274290.4699999997
Wireless Bluetooth Headphones,LG,Headphones,424.9,15229.0,4.2,2816,-3484.1374441044954,Budget,33.36239662508077,1196518.4
Smartphone with AMOLED Display,JBL,Monitor,939.89,74708.0,1.5,3113,-7848.58972858526,Midrange,12.065495028590917,2925877.57
Noise Cancelling Earbuds,Mi,Smartwatch,497.9,73942.0,2.9,203,-14750.773247640089,Budget,15.422547982148226,101073.7
Noise Cancelling Earbuds,Sony,Headphones,626.68,26486.0,4.8,1251,-4126.399438309823,Midrange,34.23598824796821,783976.6799999999
Portable Bluetooth Speaker,Sony,Smartphone,555.52,8647.0,1.7,1849,-1456.5596198156682,Midrange,12.78899956072303,1027156.48
Wireless Bluetooth Headphones,Dell,Speaker,741.13,28532.0,4.9,4678,-3749.7969317123852,Midrange,41.40911448524446,3467006.14
Noise Cancelling Earbuds,Apple,Headphones,116.74,67879.0,5.0,2962,-58045.45143052937,Budget,39.969787737867826,345783.88
Portable Bluetooth Speaker,Sony,Tablet,982.48,30786.0,3.2,991,-3033.498900740982,Midrange,22.079113943311594,973637.68
Smartphone with AMOLED Display,Dell,Speaker,957.49,9305.0,1.7,4731,-871.8117160492537,Midrange,14.38557548266707,4529885.19
Laptop with SSD Storage,Samsung,Smartwatch,611.95,41887.0,2.3,1021,-6744.840264727511,Midrange,15.937888572756393,624800.9500000001
Wireless Bluetooth Headphones,JBL,Laptop,959.91,1098.3,2.7,412,-14.416976591555459,Midrange,16.26330850099479,395482.92
High Resolution Monitor,JBL,Speaker,827.77,4149.0,2.2,2874,-401.2261860178552,Midrange,17.520377497109195,2379010.98
Smart Fitness Watch,Mi,Monitor,731.2,27217.0,2.1,3987,-3622.237417943107,Midrange,17.411194775271632,2915294.4000000004
Smart Fitness Watch,Boat,Camera,743.43,73593.0,4.9,4182,-9799.116258423794,Midrange,40.860041460066775,3109024.26
Smartphone with AMOLED Display,Sony,Headphones,846.03,36783.0,1.6,4088,-4247.7181660224815,Midrange,13.30568915258343,3458570.6399999997
Gaming Laptop,Samsung,Smartwatch,239.09,11801.0,3.9,970,-4835.798234974278,Budget,26.825473226336168,231917.30000000002
Gaming Laptop,OnePlus,Smartwatch,84.32,41890.0,1.0,4300,-49579.791271347254,Budget,8.366602832783736,362575.99999999994
Smartphone with AMOLED Display,Sony,Speaker,573.17,38112.0,3.4,2087,-6549.336148088701,Midrange,25.989470626608597,1196205.7899999998
Noise Cancelling Earbuds,Apple,Laptop,667.98,37422.0,4.7,3609,-5502.263540824575,Midrange,38.49987634123656,2410739.8200000003
Wireless Bluetooth Headphones,Boat,Smartphone,804.26,61100.0,2.2,3276,-7497.04573147987,Midrange,17.808304027137396,2634755.76
Smart Fitness Watch,Sony,Headphones,81.52,7374.0,1.7,4763,-8945.632973503434,Budget,14.397032981807824,388279.76
Smart Fitness Watch,Samsung,Smartwatch,683.6,8497.0,3.6,443,-1142.9783499122293,Midrange,21.94496842475601,302834.8
Noise Cancelling Earbuds,Sony,Laptop,978.65,60140.0,3.9,4982,-6045.200020436315,Midrange,33.20377085329748,4875634.3
Smart Fitness Watch,Apple,Camera,684.06,70507.0,3.8,1254,-10207.136800865423,Midrange,27.11258523595036,857811.2399999999
High Resolution Monitor,OnePlus,Smartwatch,827.38,18477.0,2.3,2408,-2133.1939374894246,Midrange,17.910024106014202,1992331.04
Wireless Bluetooth Headphones,LG,Laptop,619.42,12917.0,2.0,450,-1985.3378967421136,Midrange,12.222934679005357,278739.0
Android Tablet,HP,Tablet,347.91,39195.0,4.8,1677,-11165.844614986632,Budget,35.64171785773033,583445.0700000001
Smart Fitness Watch,OnePlus,Smartphone,901.66,27324.0,4.7,228,-2930.410576048622,Midrange,25.538493416704927,205578.47999999998
Smartphone with AMOLED Display,Dell,Smartphone,780.3,34715.0,2.8,3907,-4348.929898756888,Midrange,23.158186836855485,3048632.0999999996
High Resolution Monitor,Sony,Smartwatch,672.39,57163.0,4.4,4699,-8401.46492363063,Midrange,37.20339826587186,3159560.61
Smart Fitness Watch,JBL,Monitor,199.99,45032.0,2.8,2774,-22417.125856292816,Budget,22.199536873305497,554772.26
High Resolution Monitor,Mi,Smartwatch,979.03,43636.0,2.7,259,-4357.064645618622,Midrange,15.013840403741925,253568.77
Portable Bluetooth Speaker,JBL,Speaker,858.86,19952.0,1.6,4093,-2223.0794308734835,Midrange,13.307644425953976,3515313.98
Android Tablet,OnePlus,Headphones,397.1,2608.0,2.7,711,-556.761521027449,Budget,17.733810360812335,282338.10000000003
4K Action Camera,JBL,Laptop,831.44,738.5,3.1,3965,11.178196863273362,Midrange,25.6850912581472,3296659.6
Smartphone with AMOLED Display,Samsung,Smartwatch,72.16,35945.0,1.1,1128,-49712.91574279379,Budget,7.731996320564629,81396.48
Smartphone with AMOLED Display,JBL,Headphones,302.78,54391.0,2.8,1757,-17863.868155096112,Budget,20.921409819086342,531984.46
Wireless Bluetooth Headphones,Boat,Speaker,563.03,41345.0,4.1,3599,-7243.3031987638315,Midrange,33.57362541022122,2026344.97
High Resolution Monitor,LG,Tablet,295.06,49898.0,3.7,2919,-16811.13671795567,Budget,29.523553912470614,861280.14
Noise Cancelling Earbuds,Sony,Tablet,301.23,53543.0,3.5,3064,-17674.790027553696,Budget,28.09730996929609,922968.7200000001
Smartphone with AMOLED Display,JBL,Headphones,211.38,12706.0,4.6,3403,-5910.975494370328,Budget,37.41044985258901,719326.14
High Resolution Monitor,Apple,Smartwatch,319.01,38418.0,1.1,3497,-11942.882668254913,Budget,8.975941321136403,1115577.97
High Resolution Monitor,LG,Smartphone,234.98,13191.0,3.2,881,-5513.669248446677,Budget,21.703014579221733,207017.38
Laptop with SSD Storage,LG,Laptop,625.84,44089.0,4.1,594,-6944.771826664963,Midrange,26.193101762737083,371748.96
Laptop with SSD Storage,JBL,Laptop,837.6,24464.0,3.2,2745,-2820.7258834766,Midrange,25.337281876249335,2299212.0
4K Action Camera,LG,Tablet,137.87,36795.0,2.3,2555,-26588.18452165083,Budget,18.046257275644077,352257.85000000003
Portable Bluetooth Speaker,Mi,Tablet,729.53,16214.0,1.5,953,-2122.526832344112,Midrange,10.29099550717243,695242.09
4K Action Camera,JBL,Smartphone,309.03,36578.0,4.6,826,-11736.391288871631,Budget,30.901901597108978,255258.77999999997
Smart Fitness Watch,Samsung,Monitor,659.05,37619.0,2.9,3629,-5608.064638494803,Midrange,23.771264989050803,2391692.4499999997
Noise Cancelling Earbuds,OnePlus,Smartwatch,751.31,65562.0,4.5,3410,-8626.357961427373,Midrange,36.60642352088391,2561967.0999999996
Smart Fitness Watch,Boat,Tablet,103.78,4375.0,3.3,1760,-4115.648487184429,Budget,24.66300245803748,182652.8
Gaming Laptop,HP,Tablet,645.06,12354.0,3.7,4203,-1815.1706817970426,Midrange,30.872029408388315,2711187.1799999997
Smart Fitness Watch,Dell,Tablet,140.81,19593.0,4.2,2727,-13814.494709182585,Budget,33.227560879646084,383988.87
Wireless Bluetooth Headphones,LG,Laptop,681.7,74123.0,3.6,2216,-10773.258031392108,Midrange,27.734076754618723,1510647.2000000002
Smart Fitness Watch,Samsung,Smartwatch,487.22,31601.0,2.6,1678,-6385.981692048766,Budget,19.307479508401606,817555.16
4K Action Camera,Sony,Speaker,70.79,48354.0,3.1,986,-68206.25794603757,Budget,21.373477122243795,69798.94
Smartphone with AMOLED Display,Sony,Smartwatch,916.92,23922.0,4.2,3528,-2508.951707891638,Midrange,34.308833259436135,3234893.76
Smartphone with AMOLED Display,Dell,Headphones,79.03,54988.0,2.5,295,-69478.64102239656,Budget,14.22589863581015,23313.85
Laptop with SSD Storage,Boat,Smartphone,465.64,52607.0,2.6,4465,-11197.7836955588,Budget,21.851045924240267,2079082.5999999999
Noise Cancelling Earbuds,LG,Monitor,140.16,25332.0,1.4,4283,-17973.630136986303,Budget,11.707699404194695,600305.28
Noise Cancelling Earbuds,Mi,Tablet,114.51,23056.0,4.7,2127,-20034.486071085495,Budget,36.01580789716922,243562.77000000002
Wireless Bluetooth Headphones,Dell,Tablet,293.76,62505.0,1.4,2975,-21177.573529411766,Budget,11.197669554334174,873936.0
4K Action Camera,Boat,Smartwatch,445.12,37208.0,3.6,2281,-8259.094176851186,Budget,27.838107109519278,1015318.72
Laptop with SSD Storage,LG,Monitor,751.62,38813.0,2.7,3738,-5063.912615417365,Midrange,22.21174838243821,2809555.56
Gaming Laptop,Samsung,Tablet,905.3,48073.0,2.6,1410,-5210.173423174639,Midrange,18.85534027481732,1276473.0
Noise Cancelling Earbuds,OnePlus,Monitor,677.76,2080.0,3.7,1611,-206.8932955618508,Midrange,27.32535441534632,1091871.3599999999
Smartphone with AMOLED Display,Mi,Speaker,666.58,50858.0,1.3,676,-7529.691859941792,Midrange,8.472972654785957,450608.08
Smart Fitness Watch,HP,Camera,324.19,29045.0,3.4,4576,-8859.252290323577,Budget,28.657916738222383,1483493.44
Smart Fitness Watch,Sony,Smartphone,971.6,12507.0,4.1,2672,-1187.2581309180732,Midrange,32.352922536169565,2596115.2
Laptop with SSD Storage,Apple,Monitor,113.34,29960.0,4.3,130,-26333.73919181225,Budget,20.96334848976495,14734.2
4K Action Camera,Samsung,Laptop,234.22,20905.0,1.7,178,-8825.369310904278,Budget,8.818555869929282,41691.159999999996
4K Action Camera,Sony,Headphones,236.65,40830.0,4.6,1777,-17153.32769913374,Budget,34.42292431393971,420527.05
Portable Bluetooth Speaker,JBL,Laptop,250.48,52555.0,3.6,4621,-20881.715106994572,Budget,30.378898047003574,1157468.0799999998
Android Tablet,Apple,Tablet,678.66,13780.0,4.5,926,-1930.4718121003154,Midrange,30.743791045046347,628439.1599999999
Noise Cancelling Earbuds,Sony,Speaker,290.65,27794.0,2.9,2231,-9462.704283502495,Budget,22.360894638153486,648440.1499999999
4K Action Camera,Boat,Speaker,977.4,8641.0,3.2,4836,-784.0802128094946,Midrange,27.14895991303355,4726706.399999999
Smartphone with AMOLED Display,Mi,Laptop,500.5,20718.0,4.7,1366,-4039.460539460539,Midrange,33.93575703260256,683683.0
Laptop with SSD Storage,Sony,Smartphone,166.52,74633.0,4.6,3307,-44719.24093202017,Budget,37.278855658260476,550681.64
Gaming Laptop,HP,Laptop,419.6,43342.0,2.8,1482,-10229.36129647283,Budget,20.445102557986207,621847.2000000001
Portable Bluetooth Speaker,OnePlus,Smartwatch,385.36,68021.0,2.1,4909,-17551.287108158605,Budget,17.84796136365599,1891732.24
High Resolution Monitor,Boat,Tablet,693.07,28830.0,2.6,3922,-4059.7529831041597,Midrange,21.513991060144836,2718220.54
Wireless Bluetooth Headphones,Samsung,Tablet,453.75,44072.0,2.6,4961,-9612.837465564739,Budget,22.12486682705454,2251053.75
Gaming Laptop,Samsung,Laptop,505.79,76579.0,2.1,216,-15040.47331896637,Midrange,11.297784442434965,109250.64
High Resolution Monitor,Samsung,Headphones,780.67,34162.0,2.1,4652,-4275.984731064343,Midrange,17.735061648873764,3631676.84
Smart Fitness Watch,Samsung,Headphones,296.1,30105.0,4.4,570,-10067.173252279636,Budget,27.92851252248645,168777.0
Wireless Bluetooth Headphones,OnePlus,Tablet,150.5,48920.0,1.3,2341,-32404.983388704317,Budget,10.086388707404963,352320.5
Noise Cancelling Earbuds,Sony,Camera,615.26,75422.0,3.7,3197,-12158.55735786497,Midrange,29.86003930555743,1966986.22
Smartphone with AMOLED Display,LG,Headphones,292.98,24883.0,1.7,4107,-8393.071199399275,Budget,14.145175670782363,1203268.86
Wireless Bluetooth Headphones,Sony,Laptop,188.74,24828.0,2.4,1667,-13054.604217441982,Budget,17.80651339900486,314629.58
Android Tablet,JBL,Headphones,777.32,55127.0,1.2,680,-6991.9312509648535,Midrange,7.828274767379414,528577.6
High Resolution Monitor,Mi,Tablet,526.11,49955.0,2.1,2228,-9395.162608579954,Midrange,16.189547500110326,1172173.08
Noise Cancelling Earbuds,Apple,Smartphone,32.12,66188.0,4.1,2625,-205964.7571606476,Budget,32.28018992493724,84315.0
Android Tablet,LG,Monitor,395.54,57911.0,4.5,1824,-14540.997117864186,Budget,33.792008697074664,721464.9600000001
Smart Fitness Watch,LG,Headphones,402.35,47095.0,1.9,4766,-11604.983223561576,Budget,16.09199766488917,1917600.1
Android Tablet,Sony,Smartwatch,434.12,9335.0,2.9,3317,-2050.327098498111,Budget,23.51064066517613,1439976.04
Portable Bluetooth Speaker,LG,Smartphone,487.6,2538.2,2.9,3508,-420.5496308449549,Budget,23.672950489191326,1710500.8
Portable Bluetooth Speaker,Dell,Camera,752.75,2771.3,4.5,1570,-268.1567585519761,Midrange,33.117604372150296,1181817.5
Laptop with SSD Storage,Dell,Smartwatch,261.62,60301.0,4.1,2022,-22949.078816604233,Budget,31.210581032387754,528995.64
Gaming Laptop,JBL,Laptop,684.13,26739.0,3.1,1502,-3808.4676888895387,Midrange,22.67717700823422,1027563.26
Gaming Laptop,Apple,Monitor,396.98,3627.0,3.7,1765,-813.6480427225554,Budget,27.66294781030645,700669.7000000001
Noise Cancelling Earbuds,HP,Laptop,58.7,8526.0,4.4,1319,-14424.701873935262,Budget,31.615702868553836,77425.3
Smart Fitness Watch,OnePlus,Monitor,489.8,45589.0,1.0,197,-9207.676602694977,Budget,5.288267030694535,96490.6
4K Action Camera,Sony,Monitor,995.62,9944.0,2.6,2845,-898.7746328920672,Midrange,20.679541424489475,2832538.9
Portable Bluetooth Speaker,OnePlus,Laptop,638.89,9794.0,4.6,2293,-1432.9712470065272,Midrange,35.59504056937085,1464974.77
Noise Cancelling Earbuds,HP,Smartwatch,782.78,9687.0,4.0,1170,-1137.5124556069393,Midrange,28.26245345439087,915852.6
4K Action Camera,Sony,Smartwatch,482.11,35419.0,3.2,3526,-7246.663624484038,Budget,26.13824937675537,1699919.86
Gaming Laptop,Sony,Monitor,854.26,68136.0,3.1,4760,-7876.0260342284555,Midrange,26.25146032850301,4066277.6
Laptop with SSD Storage,Apple,Smartwatch,532.86,43591.0,2.4,1123,-8080.572758323011,Midrange,16.859157673088728,598401.78
Android Tablet,OnePlus,Monitor,59.02,51136.0,3.1,3229,-86541.81633344629,Budget,25.048735990271776,190575.58000000002
Portable Bluetooth Speaker,Dell,Tablet,63.15,10953.0,3.6,2620,-17244.418052256533,Budget,28.336720331964266,165453.0
Noise Cancelling Earbuds,Samsung,Monitor,170.65,68698.0,2.7,4341,-40156.66569000879,Budget,22.615443946183245,740791.65
Wireless Bluetooth Headphones,OnePlus,Tablet,101.17,22562.0,3.9,2904,-22201.07739448453,Budget,31.099335810215443,293797.68
4K Action Camera,Mi,Smartphone,111.89,58695.0,4.4,3987,-52357.77102511395,Budget,36.48059857675961,446105.43
Android Tablet,Mi,Speaker,14.14,42816.0,1.6,911,-302700.5657708628,Budget,10.90502398411893,12881.54
Portable Bluetooth Speaker,Sony,Smartphone,585.75,66243.0,2.8,1107,-11209.09090909091,Midrange,19.62887322846024,648425.25
Gaming Laptop,Samsung,Laptop,676.95,72334.0,2.6,159,-10585.279562744663,Midrange,13.19545191960795,107635.05
Smart Fitness Watch,Boat,Speaker,417.71,5054.0,3.7,1584,-1109.930334442556,Budget,27.26285683935211,661652.64
4K Action Camera,HP,Headphones,441.09,72687.0,2.0,3587,-16378.94987417534,Budget,16.37070044635737,1582189.8299999998
Gaming Laptop,JBL,Laptop,879.3,702.0,3.6,4711,20.16376663254861,Midrange,30.44832381119312,4142382.3
Portable Bluetooth Speaker,Samsung,Camera,869.13,17127.0,4.5,975,-1870.5912809361084,Midrange,30.975581638858912,847401.75
4K Action Camera,JBL,Smartphone,501.06,4416.0,2.7,1510,-781.33157705664,Midrange,19.7654227981364,756600.6
Android Tablet,OnePlus,Smartwatch,967.97,464.0,4.6,2484,52.06463010217259,Midrange,35.96292851724135,2404437.48
Portable Bluetooth Speaker,OnePlus,Smartphone,575.41,53354.0,5.0,4333,-9172.344936653864,Midrange,41.871230910481515,2493251.53
High Resolution Monitor,JBL,Smartwatch,749.93,14428.0,1.4,1252,-1823.912898537197,Midrange,9.986614336854496,938912.36
Noise Cancelling Earbuds,HP,Speaker,755.17,53817.0,1.9,1893,-7026.474833481204,Midrange,14.338247920117444,1429536.8099999998
Android Tablet,Samsung,Camera,86.79,64298.0,4.8,139,-73984.57195529438,Budget,23.71988362852466,12063.810000000001
4K Action Camera,Boat,Speaker,394.64,24674.0,4.8,2401,-6152.280559497264,Budget,37.363473612671655,947530.64
Smart Fitness Watch,Sony,Camera,690.38,7537.0,1.4,2206,-991.717604797358,Midrange,10.779145168759431,1522978.28
